description,reactStr,reacIndex,A,beta,Ta
MicroReversibleArrhenius,O2(5)+O=O2(3)+O,5,8.672493e-18,2.924904e-02,1.533003e+03
MicroReversibleArrhenius,O2(5)+O=O2(4)+O,5,8.436037e-18,6.079785e-02,1.574995e+03
MicroReversibleArrhenius,O2(6)+O=O2(1)+O,5,4.602306e-18,-4.676647e-02,1.919016e+03
MicroReversibleArrhenius,O2(6)+O=O2(2)+O,5,4.502164e-18,2.906937e-02,1.572678e+03
MicroReversibleArrhenius,O2(6)+O=O2(3)+O,5,5.083515e-18,6.579010e-02,1.464466e+03
MicroReversibleArrhenius,O2(6)+O=O2(4)+O,5,4.191352e-18,1.177492e-01,1.202782e+03
MicroReversibleArrhenius,O2(6)+O=O2(5)+O,5,4.841316e-18,1.267951e-01,1.441754e+03
MicroReversibleArrhenius,O2(7)+O=O2(1)+O,5,2.521088e-18,-7.180050e-03,1.867568e+03
MicroReversibleArrhenius,O2(7)+O=O2(2)+O,5,2.363132e-18,7.556659e-02,1.480237e+03
MicroReversibleArrhenius,O2(7)+O=O2(3)+O,5,3.099162e-18,9.877715e-02,1.381454e+03
MicroReversibleArrhenius,O2(7)+O=O2(4)+O,5,2.759725e-18,1.460326e-01,1.144263e+03
MicroReversibleArrhenius,O2(7)+O=O2(5)+O,5,3.381682e-18,1.517394e-01,1.125592e+03
MicroReversibleArrhenius,O2(7)+O=O2(6)+O,5,3.285971e-18,1.784682e-01,1.294551e+03
MicroReversibleArrhenius,O2(8)+O=O2(1)+O,5,1.163897e-18,5.490244e-02,1.754835e+03
MicroReversibleArrhenius,O2(8)+O=O2(2)+O,5,1.330639e-18,1.182183e-01,1.403776e+03
MicroReversibleArrhenius,O2(8)+O=O2(3)+O,5,1.892315e-18,1.352314e-01,1.334075e+03
MicroReversibleArrhenius,O2(8)+O=O2(4)+O,5,2.266436e-18,1.535861e-01,1.245000e+03
MicroReversibleArrhenius,O2(8)+O=O2(5)+O,5,2.497821e-18,1.726359e-01,1.163103e+03
MicroReversibleArrhenius,O2(8)+O=O2(6)+O,5,2.696489e-18,1.893030e-01,1.090802e+03
MicroReversibleArrhenius,O2(8)+O=O2(7)+O,5,2.480814e-18,2.137150e-01,1.182205e+03
MicroReversibleArrhenius,O2(9)+O=O2(1)+O,5,5.143416e-19,1.229393e-01,1.582284e+03
MicroReversibleArrhenius,O2(9)+O=O2(2)+O,5,8.183217e-19,1.524030e-01,1.341943e+03
MicroReversibleArrhenius,O2(9)+O=O2(3)+O,5,9.652107e-19,1.896664e-01,1.156109e+03
MicroReversibleArrhenius,O2(9)+O=O2(4)+O,5,1.375791e-18,1.909097e-01,1.134012e+03
MicroReversibleArrhenius,O2(9)+O=O2(5)+O,5,1.754304e-18,1.956608e-01,1.082140e+03
MicroReversibleArrhenius,O2(9)+O=O2(6)+O,5,2.121034e-18,2.031961e-01,1.016573e+03
MicroReversibleArrhenius,O2(9)+O=O2(7)+O,5,2.019815e-18,2.272401e-01,8.900935e+02
MicroReversibleArrhenius,O2(9)+O=O2(8)+O,5,1.845678e-18,2.547773e-01,9.812356e+02
MicroReversibleArrhenius,O2(10)+O=O2(1)+O,5,3.159278e-19,1.557839e-01,1.468001e+03
MicroReversibleArrhenius,O2(10)+O=O2(2)+O,5,4.043785e-19,2.093713e-01,1.152365e+03
MicroReversibleArrhenius,O2(10)+O=O2(3)+O,5,6.881771e-19,2.097865e-01,1.115419e+03
MicroReversibleArrhenius,O2(10)+O=O2(4)+O,5,1.177761e-18,1.930611e-01,1.135084e+03
MicroReversibleArrhenius,O2(10)+O=O2(5)+O,5,1.352172e-18,2.111897e-01,1.042659e+03
MicroReversibleArrhenius,O2(10)+O=O2(6)+O,5,1.606165e-18,2.221201e-01,9.713983e+02
MicroReversibleArrhenius,O2(10)+O=O2(7)+O,5,1.802343e-18,2.313227e-01,8.868250e+02
MicroReversibleArrhenius,O2(10)+O=O2(8)+O,5,2.110043e-18,2.353084e-01,8.688317e+02
MicroReversibleArrhenius,O2(10)+O=O2(9)+O,5,1.852088e-18,2.643167e-01,9.214977e+02
MicroReversibleArrhenius,O2(11)+O=O2(1)+O,5,1.567439e-19,2.109892e-01,1.258246e+03
MicroReversibleArrhenius,O2(11)+O=O2(2)+O,5,2.614931e-19,2.394346e-01,1.067657e+03
MicroReversibleArrhenius,O2(11)+O=O2(3)+O,5,4.434576e-19,2.410423e-01,1.012179e+03
MicroReversibleArrhenius,O2(11)+O=O2(4)+O,5,7.329842e-19,2.287460e-01,1.014689e+03
MicroReversibleArrhenius,O2(11)+O=O2(5)+O,5,9.694227e-19,2.323586e-01,9.411472e+02
MicroReversibleArrhenius,O2(11)+O=O2(6)+O,5,1.329598e-18,2.303293e-01,9.323806e+02
MicroReversibleArrhenius,O2(11)+O=O2(7)+O,5,1.616779e-18,2.330716e-01,8.561231e+02
MicroReversibleArrhenius,O2(11)+O=O2(8)+O,5,2.041076e-18,2.318304e-01,8.033822e+02
MicroReversibleArrhenius,O2(11)+O=O2(9)+O,5,2.382229e-18,2.344195e-01,7.751173e+02
MicroReversibleArrhenius,O2(11)+O=O2(10)+O,5,1.941899e-18,2.705009e-01,8.419839e+02
MicroReversibleArrhenius,O2(12)+O=O2(1)+O,5,8.486773e-20,2.604628e-01,1.067934e+03
MicroReversibleArrhenius,O2(12)+O=O2(2)+O,5,1.609622e-19,2.746281e-01,9.910208e+02
MicroReversibleArrhenius,O2(12)+O=O2(3)+O,5,2.748478e-19,2.747950e-01,8.581114e+02
MicroReversibleArrhenius,O2(12)+O=O2(4)+O,5,4.425586e-19,2.664822e-01,8.525843e+02
MicroReversibleArrhenius,O2(12)+O=O2(5)+O,5,6.367035e-19,2.634784e-01,8.176273e+02
MicroReversibleArrhenius,O2(12)+O=O2(6)+O,5,9.573192e-19,2.528831e-01,8.209980e+02
MicroReversibleArrhenius,O2(12)+O=O2(7)+O,5,1.486690e-18,2.320309e-01,8.657230e+02
MicroReversibleArrhenius,O2(12)+O=O2(8)+O,5,2.012436e-18,2.253700e-01,8.053831e+02
MicroReversibleArrhenius,O2(12)+O=O2(9)+O,5,2.735366e-18,2.141130e-01,7.509931e+02
MicroReversibleArrhenius,O2(12)+O=O2(10)+O,5,2.803822e-18,2.290655e-01,7.178263e+02
MicroReversibleArrhenius,O2(12)+O=O2(11)+O,5,2.417241e-18,2.599328e-01,8.186860e+02
MicroReversibleArrhenius,O2(13)+O=O2(1)+O,5,6.206037e-20,2.771617e-01,1.106890e+03
MicroReversibleArrhenius,O2(13)+O=O2(2)+O,5,8.774298e-20,3.227895e-01,7.886568e+02
MicroReversibleArrhenius,O2(13)+O=O2(3)+O,5,1.708712e-19,3.107126e-01,7.352110e+02
MicroReversibleArrhenius,O2(13)+O=O2(4)+O,5,2.785985e-19,3.020133e-01,7.338785e+02
MicroReversibleArrhenius,O2(13)+O=O2(5)+O,5,4.575147e-19,2.848475e-01,7.148135e+02
MicroReversibleArrhenius,O2(13)+O=O2(6)+O,5,6.794332e-19,2.766952e-01,7.254142e+02
MicroReversibleArrhenius,O2(13)+O=O2(7)+O,5,1.148789e-18,2.476850e-01,7.851603e+02
MicroReversibleArrhenius,O2(13)+O=O2(8)+O,5,1.762786e-18,2.296911e-01,7.919703e+02
MicroReversibleArrhenius,O2(13)+O=O2(9)+O,5,2.535684e-18,2.140148e-01,7.274197e+02
MicroReversibleArrhenius,O2(13)+O=O2(10)+O,5,3.004633e-18,2.163878e-01,6.581152e+02
MicroReversibleArrhenius,O2(13)+O=O2(11)+O,5,3.586748e-18,2.160224e-01,6.708185e+02
MicroReversibleArrhenius,O2(13)+O=O2(12)+O,5,3.691802e-18,2.265720e-01,8.787576e+02
MicroReversibleArrhenius,O2(14)+O=O2(1)+O,5,3.814301e-20,3.136553e-01,9.779571e+02
MicroReversibleArrhenius,O2(14)+O=O2(2)+O,5,5.848818e-20,3.502978e-01,7.698738e+02
MicroReversibleArrhenius,O2(14)+O=O2(3)+O,5,1.431753e-19,3.152898e-01,7.841333e+02
MicroReversibleArrhenius,O2(14)+O=O2(4)+O,5,2.158074e-19,3.144308e-01,7.011390e+02
MicroReversibleArrhenius,O2(14)+O=O2(5)+O,5,3.207923e-19,3.086136e-01,6.342648e+02
MicroReversibleArrhenius,O2(14)+O=O2(6)+O,5,5.102696e-19,2.937592e-01,6.392587e+02
MicroReversibleArrhenius,O2(14)+O=O2(7)+O,5,8.290713e-19,2.703021e-01,6.919992e+02
MicroReversibleArrhenius,O2(14)+O=O2(8)+O,5,1.497742e-18,2.360027e-01,7.685139e+02
MicroReversibleArrhenius,O2(14)+O=O2(9)+O,5,2.283791e-18,2.157332e-01,7.235645e+02
MicroReversibleArrhenius,O2(14)+O=O2(10)+O,5,3.105457e-18,2.047950e-01,6.496714e+02
MicroReversibleArrhenius,O2(14)+O=O2(11)+O,5,4.032426e-18,1.976554e-01,5.936980e+02
MicroReversibleArrhenius,O2(14)+O=O2(12)+O,5,5.043772e-18,1.906466e-01,6.456843e+02
MicroReversibleArrhenius,O2(14)+O=O2(13)+O,5,6.073906e-18,1.870520e-01,8.753520e+02
MicroReversibleArrhenius,O2(15)+O=O2(1)+O,5,2.096672e-20,3.573041e-01,8.064294e+02
MicroReversibleArrhenius,O2(15)+O=O2(2)+O,5,3.648746e-20,3.820245e-01,6.537585e+02
MicroReversibleArrhenius,O2(15)+O=O2(3)+O,5,8.844481e-20,3.482429e-01,6.980087e+02
MicroReversibleArrhenius,O2(15)+O=O2(4)+O,5,1.314032e-19,3.500941e-01,6.160388e+02
MicroReversibleArrhenius,O2(15)+O=O2(5)+O,5,2.305254e-19,3.267643e-01,5.860475e+02
MicroReversibleArrhenius,O2(15)+O=O2(6)+O,5,3.492350e-19,3.178831e-01,5.672178e+02
MicroReversibleArrhenius,O2(15)+O=O2(7)+O,5,6.384242e-19,2.829076e-01,6.409109e+02
MicroReversibleArrhenius,O2(15)+O=O2(8)+O,5,1.098825e-18,2.555480e-01,6.748755e+02
MicroReversibleArrhenius,O2(15)+O=O2(9)+O,5,1.944916e-18,2.213665e-01,6.781341e+02
MicroReversibleArrhenius,O2(15)+O=O2(10)+O,5,3.139714e-18,1.943950e-01,6.368366e+02
MicroReversibleArrhenius,O2(15)+O=O2(11)+O,5,4.889173e-18,1.706856e-01,5.971349e+02
MicroReversibleArrhenius,O2(15)+O=O2(12)+O,5,6.692524e-18,1.563835e-01,5.891262e+02
MicroReversibleArrhenius,O2(15)+O=O2(13)+O,5,8.568954e-18,1.490969e-01,6.454917e+02
MicroReversibleArrhenius,O2(15)+O=O2(14)+O,5,1.138220e-17,1.360598e-01,8.773151e+02
MicroReversibleArrhenius,O2(16)+O=O2(1)+O,5,8.052454e-21,4.403673e-01,6.671879e+02
MicroReversibleArrhenius,O2(16)+O=O2(2)+O,5,2.225136e-20,4.176349e-01,6.422867e+02
MicroReversibleArrhenius,O2(16)+O=O2(3)+O,5,5.100553e-20,3.905866e-01,6.020082e+02
MicroReversibleArrhenius,O2(16)+O=O2(4)+O,5,8.703812e-20,3.778778e-01,5.533103e+02
MicroReversibleArrhenius,O2(16)+O=O2(5)+O,5,1.601858e-19,3.516282e-01,5.555147e+02
MicroReversibleArrhenius,O2(16)+O=O2(6)+O,5,2.528931e-19,3.389180e-01,5.318728e+02
MicroReversibleArrhenius,O2(16)+O=O2(7)+O,5,4.815913e-19,2.997488e-01,6.051885e+02
MicroReversibleArrhenius,O2(16)+O=O2(8)+O,5,8.473136e-19,2.700084e-01,6.276104e+02
MicroReversibleArrhenius,O2(16)+O=O2(9)+O,5,1.568597e-18,2.317638e-01,6.600820e+02
MicroReversibleArrhenius,O2(16)+O=O2(10)+O,5,2.670070e-18,2.001617e-01,6.690405e+02
MicroReversibleArrhenius,O2(16)+O=O2(11)+O,5,4.173429e-18,1.766778e-01,6.169705e+02
MicroReversibleArrhenius,O2(16)+O=O2(12)+O,5,5.610322e-18,1.649688e-01,5.271240e+02
MicroReversibleArrhenius,O2(16)+O=O2(13)+O,5,8.790763e-18,1.383696e-01,5.429487e+02
MicroReversibleArrhenius,O2(16)+O=O2(14)+O,5,1.493543e-17,1.021363e-01,6.432558e+02
MicroReversibleArrhenius,O2(16)+O=O2(15)+O,5,2.726062e-17,5.761883e-02,8.467450e+02
MicroReversibleArrhenius,O2(17)+O=O2(1)+O,5,5.492806e-21,4.545248e-01,6.491228e+02
MicroReversibleArrhenius,O2(17)+O=O2(2)+O,5,1.303472e-20,4.490072e-01,5.762888e+02
MicroReversibleArrhenius,O2(17)+O=O2(3)+O,5,3.252096e-20,4.133199e-01,5.515366e+02
MicroReversibleArrhenius,O2(17)+O=O2(4)+O,5,6.201390e-20,3.900782e-01,5.762372e+02
MicroReversibleArrhenius,O2(17)+O=O2(5)+O,5,1.139480e-19,3.643583e-01,5.620928e+02
MicroReversibleArrhenius,O2(17)+O=O2(6)+O,5,1.909734e-19,3.458604e-01,5.611758e+02
MicroReversibleArrhenius,O2(17)+O=O2(7)+O,5,3.507622e-19,3.111190e-01,6.124714e+02
MicroReversibleArrhenius,O2(17)+O=O2(8)+O,5,6.365925e-19,2.794160e-01,6.436005e+02
MicroReversibleArrhenius,O2(17)+O=O2(9)+O,5,1.109311e-18,2.485778e-01,6.358675e+02
MicroReversibleArrhenius,O2(17)+O=O2(10)+O,5,1.879854e-18,2.184100e-01,6.148246e+02
MicroReversibleArrhenius,O2(17)+O=O2(11)+O,5,3.112765e-18,1.899814e-01,5.608910e+02
MicroReversibleArrhenius,O2(17)+O=O2(12)+O,5,4.958423e-18,1.619282e-01,5.098779e+02
MicroReversibleArrhenius,O2(17)+O=O2(13)+O,5,7.577605e-18,1.393335e-01,4.643778e+02
MicroReversibleArrhenius,O2(17)+O=O2(14)+O,5,1.396963e-17,9.617215e-02,5.045695e+02
MicroReversibleArrhenius,O2(17)+O=O2(15)+O,5,3.064577e-17,3.486805e-02,5.806860e+02
MicroReversibleArrhenius,O2(17)+O=O2(16)+O,5,7.388466e-17,-3.631558e-02,5.706250e+02
MicroReversibleArrhenius,O2(18)+O=O2(1)+O,5,2.710185e-21,5.186995e-01,5.857777e+02
MicroReversibleArrhenius,O2(18)+O=O2(2)+O,5,7.291580e-21,5.055760e-01,6.787252e+02
MicroReversibleArrhenius,O2(18)+O=O2(3)+O,5,1.773052e-20,4.736947e-01,6.373258e+02
MicroReversibleArrhenius,O2(18)+O=O2(4)+O,5,3.900856e-20,4.374683e-01,6.860696e+02
MicroReversibleArrhenius,O2(18)+O=O2(5)+O,5,7.161708e-20,4.129635e-01,6.378337e+02
MicroReversibleArrhenius,O2(18)+O=O2(6)+O,5,1.675411e-19,3.615928e-01,7.329405e+02
MicroReversibleArrhenius,O2(18)+O=O2(7)+O,5,3.078821e-19,3.277031e-01,7.339712e+02
MicroReversibleArrhenius,O2(18)+O=O2(8)+O,5,6.500831e-19,2.809861e-01,8.118586e+02
MicroReversibleArrhenius,O2(18)+O=O2(9)+O,5,1.321857e-18,2.343720e-01,8.478311e+02
MicroReversibleArrhenius,O2(18)+O=O2(10)+O,5,2.226445e-18,2.046624e-01,7.872322e+02
MicroReversibleArrhenius,O2(18)+O=O2(11)+O,5,4.154807e-18,1.631399e-01,7.345828e+02
MicroReversibleArrhenius,O2(18)+O=O2(12)+O,5,6.320893e-18,1.398889e-01,6.293039e+02
MicroReversibleArrhenius,O2(18)+O=O2(13)+O,5,9.641252e-18,1.164600e-01,5.279702e+02
MicroReversibleArrhenius,O2(18)+O=O2(14)+O,5,1.679759e-17,7.764103e-02,5.092319e+02
MicroReversibleArrhenius,O2(18)+O=O2(15)+O,5,3.041024e-17,3.515888e-02,5.054976e+02
MicroReversibleArrhenius,O2(18)+O=O2(16)+O,5,6.210592e-17,-2.024140e-02,4.834770e+02
MicroReversibleArrhenius,O2(18)+O=O2(17)+O,5,9.821796e-17,-4.712794e-02,4.188844e+02
MicroReversibleArrhenius,O2(19)+O=O2(1)+O,5,1.623519e-21,5.564759e-01,5.441688e+02
MicroReversibleArrhenius,O2(19)+O=O2(2)+O,5,9.186438e-21,4.702317e-01,9.556306e+02
MicroReversibleArrhenius,O2(19)+O=O2(3)+O,5,1.599855e-20,4.774785e-01,6.989022e+02
MicroReversibleArrhenius,O2(19)+O=O2(4)+O,5,4.216390e-20,4.252860e-01,8.163541e+02
MicroReversibleArrhenius,O2(19)+O=O2(5)+O,5,6.885139e-20,4.147114e-01,7.184166e+02
MicroReversibleArrhenius,O2(19)+O=O2(6)+O,5,1.805337e-19,3.521423e-01,7.984941e+02
MicroReversibleArrhenius,O2(19)+O=O2(7)+O,5,4.100898e-19,2.978876e-01,9.006745e+02
MicroReversibleArrhenius,O2(19)+O=O2(8)+O,5,8.387525e-19,2.550020e-01,9.393854e+02
MicroReversibleArrhenius,O2(19)+O=O2(9)+O,5,1.583057e-18,2.163943e-01,9.106901e+02
MicroReversibleArrhenius,O2(19)+O=O2(10)+O,5,2.538051e-18,1.919107e-01,8.089846e+02
MicroReversibleArrhenius,O2(19)+O=O2(11)+O,5,4.287048e-18,1.610087e-01,7.229405e+02
MicroReversibleArrhenius,O2(19)+O=O2(12)+O,5,6.264580e-18,1.416591e-01,6.048854e+02
MicroReversibleArrhenius,O2(19)+O=O2(13)+O,5,9.353857e-18,1.199214e-01,5.208123e+02
MicroReversibleArrhenius,O2(19)+O=O2(14)+O,5,1.374290e-17,9.887271e-02,4.556340e+02
MicroReversibleArrhenius,O2(19)+O=O2(15)+O,5,2.490437e-17,5.554677e-02,5.116940e+02
MicroReversibleArrhenius,O2(19)+O=O2(16)+O,5,4.297334e-17,1.564150e-02,5.287471e+02
MicroReversibleArrhenius,O2(19)+O=O2(17)+O,5,4.613369e-17,2.623150e-02,5.048109e+02
MicroReversibleArrhenius,O2(19)+O=O2(18)+O,5,5.352474e-18,2.174477e-01,1.132809e+03
MicroReversibleArrhenius,O2(20)+O=O2(1)+O,5,6.351027e-22,6.275148e-01,1.803210e+02
MicroReversibleArrhenius,O2(20)+O=O2(2)+O,5,1.382100e-21,6.487386e-01,1.430525e+02
MicroReversibleArrhenius,O2(20)+O=O2(3)+O,5,8.616537e-21,5.308459e-01,5.954536e+02
MicroReversibleArrhenius,O2(20)+O=O2(4)+O,5,1.728167e-20,5.097620e-01,5.291223e+02
MicroReversibleArrhenius,O2(20)+O=O2(5)+O,5,3.664677e-20,4.746187e-01,5.121850e+02
MicroReversibleArrhenius,O2(20)+O=O2(6)+O,5,1.106575e-19,4.008745e-01,6.828487e+02
MicroReversibleArrhenius,O2(20)+O=O2(7)+O,5,2.794926e-19,3.359146e-01,7.808458e+02
MicroReversibleArrhenius,O2(20)+O=O2(8)+O,5,6.237845e-19,2.847699e-01,8.200333e+02
MicroReversibleArrhenius,O2(20)+O=O2(9)+O,5,1.150866e-18,2.488455e-01,8.245056e+02
MicroReversibleArrhenius,O2(20)+O=O2(10)+O,5,2.077432e-18,2.118847e-01,7.916856e+02
MicroReversibleArrhenius,O2(20)+O=O2(11)+O,5,3.519206e-18,1.812180e-01,7.401533e+02
MicroReversibleArrhenius,O2(20)+O=O2(12)+O,5,5.436852e-18,1.557949e-01,6.681251e+02
MicroReversibleArrhenius,O2(20)+O=O2(13)+O,5,8.743641e-18,1.261609e-01,6.401695e+02
MicroReversibleArrhenius,O2(20)+O=O2(14)+O,5,1.240360e-17,1.083115e-01,5.875050e+02
MicroReversibleArrhenius,O2(20)+O=O2(15)+O,5,2.209339e-17,6.610458e-02,6.456905e+02
MicroReversibleArrhenius,O2(20)+O=O2(16)+O,5,3.556375e-17,3.254940e-02,6.707992e+02
MicroReversibleArrhenius,O2(20)+O=O2(17)+O,5,3.446507e-17,5.127364e-02,6.606948e+02
MicroReversibleArrhenius,O2(20)+O=O2(18)+O,5,3.920151e-18,2.435550e-01,9.260914e+02
MicroReversibleArrhenius,O2(20)+O=O2(19)+O,5,7.225004e-19,3.924519e-01,1.998696e+03
MicroReversibleArrhenius,O2(21)+O=O2(1)+O,5,3.129989e-22,6.641563e-01,-2.044373e+02
MicroReversibleArrhenius,O2(21)+O=O2(2)+O,5,8.885748e-22,6.741228e-01,2.886264e+01
MicroReversibleArrhenius,O2(21)+O=O2(3)+O,5,3.197686e-21,6.169316e-01,1.586568e+02
MicroReversibleArrhenius,O2(21)+O=O2(4)+O,5,1.486579e-20,5.164264e-01,5.777431e+02
MicroReversibleArrhenius,O2(21)+O=O2(5)+O,5,2.356506e-20,5.142850e-01,3.785624e+02
MicroReversibleArrhenius,O2(21)+O=O2(6)+O,5,6.427874e-20,4.515527e-01,4.946954e+02
MicroReversibleArrhenius,O2(21)+O=O2(7)+O,5,1.824958e-19,3.762262e-01,6.551221e+02
MicroReversibleArrhenius,O2(21)+O=O2(8)+O,5,4.124099e-19,3.255823e-01,7.383269e+02
MicroReversibleArrhenius,O2(21)+O=O2(9)+O,5,9.068898e-19,2.726529e-01,8.192340e+02
MicroReversibleArrhenius,O2(21)+O=O2(10)+O,5,1.424646e-18,2.513770e-01,7.683943e+02
MicroReversibleArrhenius,O2(21)+O=O2(11)+O,5,2.995894e-18,1.983183e-01,8.348074e+02
MicroReversibleArrhenius,O2(21)+O=O2(12)+O,5,4.903258e-18,1.670204e-01,8.024147e+02
MicroReversibleArrhenius,O2(21)+O=O2(13)+O,5,6.726902e-18,1.540506e-01,7.169399e+02
MicroReversibleArrhenius,O2(21)+O=O2(14)+O,5,1.072242e-17,1.232691e-01,7.069590e+02
MicroReversibleArrhenius,O2(21)+O=O2(15)+O,5,1.615637e-17,9.837754e-02,6.893534e+02
MicroReversibleArrhenius,O2(21)+O=O2(16)+O,5,2.317470e-17,7.567742e-02,6.566522e+02
MicroReversibleArrhenius,O2(21)+O=O2(17)+O,5,2.109492e-17,9.913257e-02,6.414699e+02
MicroReversibleArrhenius,O2(21)+O=O2(18)+O,5,2.803147e-18,2.751502e-01,7.227516e+02
MicroReversibleArrhenius,O2(21)+O=O2(19)+O,5,6.703857e-19,3.980021e-01,1.596932e+03
MicroReversibleArrhenius,O2(21)+O=O2(20)+O,5,6.523615e-20,6.072984e-01,2.275756e+03
MicroReversibleArrhenius,O2(22)+O=O2(1)+O,5,2.212173e-23,8.957865e-01,-1.634901e+03
MicroReversibleArrhenius,O2(22)+O=O2(2)+O,5,1.848741e-22,8.032645e-01,-7.573097e+02
MicroReversibleArrhenius,O2(22)+O=O2(3)+O,5,1.299544e-21,6.906130e-01,-3.965916e+01
MicroReversibleArrhenius,O2(22)+O=O2(4)+O,5,4.092608e-21,6.335032e-01,1.314128e+02
MicroReversibleArrhenius,O2(22)+O=O2(5)+O,5,1.579416e-20,5.427959e-01,3.164074e+02
MicroReversibleArrhenius,O2(22)+O=O2(6)+O,5,4.365974e-20,4.837837e-01,4.898237e+02
MicroReversibleArrhenius,O2(22)+O=O2(7)+O,5,9.589793e-20,4.375050e-01,5.288811e+02
MicroReversibleArrhenius,O2(22)+O=O2(8)+O,5,2.479330e-19,3.737842e-01,6.721112e+02
MicroReversibleArrhenius,O2(22)+O=O2(9)+O,5,5.483166e-19,3.218201e-01,7.735199e+02
MicroReversibleArrhenius,O2(22)+O=O2(10)+O,5,1.091299e-18,2.770917e-01,8.263985e+02
MicroReversibleArrhenius,O2(22)+O=O2(11)+O,5,2.056915e-18,2.358949e-01,8.530306e+02
MicroReversibleArrhenius,O2(22)+O=O2(12)+O,5,3.957995e-18,1.882811e-01,8.778265e+02
MicroReversibleArrhenius,O2(22)+O=O2(13)+O,5,5.714253e-18,1.702554e-01,8.006614e+02
MicroReversibleArrhenius,O2(22)+O=O2(14)+O,5,9.645029e-18,1.335772e-01,7.877721e+02
MicroReversibleArrhenius,O2(22)+O=O2(15)+O,5,1.780471e-17,8.693338e-02,8.130578e+02
MicroReversibleArrhenius,O2(22)+O=O2(16)+O,5,2.708892e-17,5.784196e-02,7.672876e+02
MicroReversibleArrhenius,O2(22)+O=O2(17)+O,5,2.209618e-17,9.263425e-02,6.537528e+02
MicroReversibleArrhenius,O2(22)+O=O2(18)+O,5,3.534427e-18,2.490423e-01,5.817102e+02
