description,reactStr,reacIndex,A,beta,Ta
MicroReversibleArrhenius,O2(7)+O=O2(4)+O,6,9.374823e-17,-4.803324e-02,-9.696577e+02
MicroReversibleArrhenius,O2(7)+O=O2(5)+O,6,4.186971e-20,7.201960e-01,2.595504e+03
MicroReversibleArrhenius,O2(7)+O=O2(6)+O,6,2.300525e-17,1.398654e-01,1.724404e+03
MicroReversibleArrhenius,O2(8)+O=O2(1)+O,6,1.596087e-20,4.078482e-01,-6.442790e+02
MicroReversibleArrhenius,O2(8)+O=O2(2)+O,6,6.948520e-21,5.607681e-01,-1.176013e+03
MicroReversibleArrhenius,O2(8)+O=O2(3)+O,6,8.401949e-21,5.935987e-01,-1.432760e+03
MicroReversibleArrhenius,O2(8)+O=O2(4)+O,6,2.871814e-19,3.662280e-01,-3.324561e+02
MicroReversibleArrhenius,O2(8)+O=O2(5)+O,6,4.294157e-22,9.987892e-01,-1.704316e+03
MicroReversibleArrhenius,O2(8)+O=O2(6)+O,6,5.527942e-21,7.778193e-01,-1.383947e+03
MicroReversibleArrhenius,O2(8)+O=O2(7)+O,6,1.132140e-17,2.779299e-01,-6.638808e+02
MicroReversibleArrhenius,O2(9)+O=O2(1)+O,6,1.435813e-20,3.750345e-01,-4.581010e+02
MicroReversibleArrhenius,O2(9)+O=O2(2)+O,6,1.052521e-20,4.718694e-01,-9.379577e+02
MicroReversibleArrhenius,O2(9)+O=O2(3)+O,6,2.000268e-20,4.530440e-01,-9.715921e+02
MicroReversibleArrhenius,O2(9)+O=O2(4)+O,6,2.536223e-19,3.068009e-01,-4.320735e+02
MicroReversibleArrhenius,O2(9)+O=O2(5)+O,6,6.756644e-21,6.485540e-01,-1.571617e+03
MicroReversibleArrhenius,O2(9)+O=O2(6)+O,6,2.481536e-20,5.440528e-01,-1.587157e+03
MicroReversibleArrhenius,O2(9)+O=O2(7)+O,6,1.223217e-19,5.584443e-01,-6.639016e+02
MicroReversibleArrhenius,O2(9)+O=O2(8)+O,6,6.497321e-18,3.081091e-01,-9.895035e+02
MicroReversibleArrhenius,O2(10)+O=O2(1)+O,6,7.305399e-21,3.990709e-01,1.370647e+02
MicroReversibleArrhenius,O2(10)+O=O2(2)+O,6,8.888908e-21,4.432585e-01,-4.403426e+02
MicroReversibleArrhenius,O2(10)+O=O2(3)+O,6,2.014685e-20,4.037659e-01,-4.140865e+02
MicroReversibleArrhenius,O2(10)+O=O2(4)+O,6,1.766487e-19,2.896554e-01,-1.123095e+01
MicroReversibleArrhenius,O2(10)+O=O2(5)+O,6,1.501245e-20,5.171782e-01,-8.541440e+02
MicroReversibleArrhenius,O2(10)+O=O2(6)+O,6,4.015424e-20,4.411895e-01,-8.207284e+02
MicroReversibleArrhenius,O2(10)+O=O2(7)+O,6,1.364498e-19,4.713081e-01,-5.456085e+02
MicroReversibleArrhenius,O2(10)+O=O2(8)+O,6,8.687516e-20,5.765930e-01,-5.115025e+02
MicroReversibleArrhenius,O2(10)+O=O2(9)+O,6,5.174823e-19,5.971877e-01,-8.929563e+02
